"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"FGEN","FibroGen, Inc","23.4","1477946574","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fgen",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","212.9","702570000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"LION","Fidelity Southern Corporation","23.21","606697261.17","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lion",
"FDUS","Fidus Investment Corporation","17","326611225","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FRGI","Fiesta Restaurant Group, Inc.","29.4","790555327.8","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frgi",
"FSAM","Fifth Street Asset Management Inc.","6.3","311593136.4","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/fsam",
"FSC","Fifth Street Finance Corp.","5.89","855841867.58","n/a","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FSCFL","Fifth Street Finance Corp.","24.93","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fscfl",
"FSFR","Fifth Street Senior Floating Rate Corp.","9.22","271683600.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsfr",
"FITB","Fifth Third Bancorp","26.14","19717289807.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","28.01","504180000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitbi",
"FNGN","Financial Engines, Inc.","35.65","2207053639.7","n/a","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","30.725","446364166.275","n/a","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","32.76","3611350197","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FNJN","Finjan Holdings, Inc.","1.26","28855336.86","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/fnjn",
"FEYE","FireEye, Inc.","13.25","2267052223.25","n/a","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/feye",
"FBNC","First Bancorp","25.31","509222292.41","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","29.5","318354206","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnlc",
"FRBA","First Bank","10.55","83207480.75","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/frba",
"BUSE","First Busey Corporation","28.07","1072475823.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","21.94","191025875.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbiz",
"FCAP","First Capital, Inc.","32.125","107218858","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash, Inc.","47.8","2318650995.4","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCNCA","First Citizens BancShares, Inc.","357.9","4298523949.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcnca",
"FCBC","First Community Bancshares, Inc.","28.69","487425398.27","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","15.95","106917906.15","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FCFP","First Community Financial Partners, Inc.","10.9","187892510.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcfp",
"FBNK","First Connecticut Bancorp, Inc.","22.4","354127155.2","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","46.43","416988990.75","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fdef",
"FFBC","First Financial Bancorp.","26.7","1654220420.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","15.2853","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","45.55","3009182631.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","46.5","566636770.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/thff",
"FFNW","First Financial Northwest, Inc.","17.33","189441699.23","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffnw",
"FFWM","First Foundation Inc.","28.8","470236550.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffwm",
"FGBI","First Guaranty Bancshares, Inc.","18.62","141683192.28","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fgbi",
"FHB","First Hawaiian, Inc.","31.66","4417540505.64","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/fhb",
"INBK","First Internet Bancorp","28.9","159905145","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbk",
"INBKL","First Internet Bancorp","25","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbkl",
"FIBK","First Interstate BancSystem, Inc.","37.5","1682999925","n/a","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","34.13","1392747619.94","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frme",
"FMBH","First Mid-Illinois Bancshares, Inc.","31.83","396521015.46","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","24.35","1980284788.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbi",
"FNBC","First NBC Bank Holding Company","7.4","142308741.4","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/fnbc",
"FNWB","First Northwest Bancorp","14.89","193682568.4","n/a","2015","Finance","Banks","http://www.nasdaq.com/symbol/fnwb",
"FSFG","First Savings Financial Group, Inc.","40","88191480","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsfg",
"FSLR","First Solar, Inc.","30.6","3179739819.6","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/fslr",
"FSBK","First South Bancorp Inc","10.52","99886716.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fsbk",
"FAAR","First Trust Alternative Absolute Return Strategy ETF","29.22","2922058.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faar",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","27.7651","33318175.5302","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpa",
"BICK","First Trust BICK Index Fund","22.2859","7800109.5718","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bick",
"FBZ","First Trust Brazil AlphaDEX Fund","13.21","103698526.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbz",
"FCAN","First Trust Canada AlphaDEX Fund","23.5562","7066907.1124","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcan",
"FTCS","First Trust Capital Strength ETF","40.89","304630581.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftcs",
"FCEF","First Trust CEF Income Opportunity ETF","19.6999","2068489.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcef",
"FCA","First Trust China AlphaDEX Fund","19.8","3960039.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fca",
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","46.82","163963640","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdt",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","33.19","6638066.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdts",
"FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","21.32","243048042.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fvc",
"FV","First Trust Dorsey Wright Focus 5 ETF","22.93","2742428045.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fv",
"IFV","First Trust Dorsey Wright International Focus 5 ETF","16.82","386019033.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifv",
"FEM","First Trust Emerging Markets AlphaDEX Fund","20.15","146087540.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fem",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","38.93","13625577.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/femb",
"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","29.95","92845059.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fems",
"FTSM","First Trust Enhanced Short Maturity ETF","59.93","530363959.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsm",
"FEP","First Trust Europe AlphaDEX Fund","28.0836","238710656.1672","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fep",
"FEUZ","First Trust Eurozone AlphaDEX ETF","30.7561","6151281.5122","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/feuz",
"FGM","First Trust Germany AlphaDEX Fund","34.53","105316569.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fgm",
"FTGC","First Trust Global Tactical Commodity Strategy Fund","20.51","173377880.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftgc",
"FTHI","First Trust High Income ETF","21.1735","48152794.8735","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fthi",
"HYLS","First Trust High Yield Long/Short ETF","47.7","1078020095.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyls",
"FHK","First Trust Hong Kong AlphaDEX Fund","33.5035","8375942.007","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhk",
"FTAG","First Trust Indxx Global Agriculture ETF","21.77","4134732.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftag",
"FTRI","First Trust Indxx Global Natural Resources Income ETF","10.99","10990021.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftri",
"FPXI","First Trust International IPO ETF","25.91","2591051.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpxi",
"YDIV","First Trust International Multi-Asset Diversified Income Index","15.64","10948031.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ydiv",
"SKYY","First Trust ISE Cloud Computing Index Fund","34.81","635282569.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skyy",
"FJP","First Trust Japan AlphaDEX Fund","47.5044","47504495.0088","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fjp",
"FEX","First Trust Large Cap Core AlphaDEX Fund","48.72","1398264097.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fex",
"FTC","First Trust Large Cap Growth AlphaDEX Fund","49.8","595110099.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftc",
"FTA","First Trust Large Cap Value AlphaDEX Fund","46.35","906142592.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fta",
"FLN","First Trust Latin America AlphaDEX Fund","18.3135","108049686.627","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fln",
"FTLB","First Trust Low Beta Income ETF","20.9057","4181181.8114","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftlb",
"LMBS","First Trust Low Duration Opportunities ETF","52.3","316415104.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmbs",
"FMB","First Trust Managed Municipal ETF","51.3153","76973052.6306","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmb",
"FMK","First Trust Mega Cap AlphaDEX Fund","27.794","15286755.588","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmk",
"FNX","First Trust Mid Cap Core AlphaDEX Fund","56.12","676246112.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnx",
"FNY","First Trust Mid Cap Growth AlphaDEX Fund","31.62","94860063.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fny",
"FNK","First Trust Mid Cap Value AlphaDEX Fund","32.4999","47124919.9998","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnk",
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","53.2482","82534816.4964","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fad",
"FAB","First Trust Multi Cap Value AlphaDEX Fund","49.8023","112055274.6046","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fab",
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","18.71","856918037.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdiv",
"MCEF","First Trust Municipal CEF Income Opportunity ETF","18.2","1820036.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcef",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","49.94","329604099.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qaba",
"FTXO","First Trust Nasdaq Bank ETF","24.62","4924049.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxo",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","15.5001","53475376.0002","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","39.75","15900079.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","20.25","118462540.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cibr",
"FTXG","First Trust Nasdaq Food & Beverage ETF","19.56","3912039.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","33.56","21814067.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","21.7","2170043.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","18.89","1889037.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","21.24","2124042.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxd",
"RDVY","First Trust NASDAQ Rising Dividend Achievers ETF","24.615","46768549.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rdvy",
"FTXL","First Trust Nasdaq Semiconductor ETF","22.08","7728044.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxl",
"FONE","First Trust NASDAQ Smartphone Index Fund","40.45","10112580.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fone",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","29.43","597576150","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tdiv",
"FTXR","First Trust Nasdaq Transportation ETF","22.42","2242044.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxr",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","46.75","395037593.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","41.185","109140332.37","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","52.45","1507937604.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","23.31","71095546.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/airr",
"QINC","First Trust RBA Quality Income ETF","22.78","23919045.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qinc",
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","51.924","25962103.848","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfap",
"RFDI","First Trust RiverFront Dynamic Developed International ETF","50.73","32974601.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfdi",
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","53.87","8080607.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfem",
"RFEU","First Trust RiverFront Dynamic Europe ETF","51.06","25530102.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfeu",
"FTSL","First Trust Senior Loan Fund ETF","48.18","655248096.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsl",
"FYX","First Trust Small Cap Core AlphaDEX Fund","53.84","511480107.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fyx",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","35.44","76196070.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fyc",
"FYT","First Trust Small Cap Value AlphaDEX Fund","34.13","76792568.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fyt",
"FKO","First Trust South Korea AlphaDEX Fund","21.99","18691543.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","25.8595","12929801.719","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","49.785","32360349.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","39.83","109532579.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsz",
"FTW","First Trust Taiwan AlphaDEX Fund","31.01","3101062.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftw",
"TUSA","First Trust Total US Market AlphaDEX ETF","27.7299","11092015.4598","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","31.88","28692063.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fku",
"FUNC","First United Corporation","12.8","80243251.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/func",
"FUSB","First US Bancshares, Inc.","10.848","65557631.616","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fusb",
"SVVC","Firsthand Technology Value Fund, Inc.","8.17","60708794.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/svvc",
"FSV","FirstService Corporation","40.89","1417383032.13","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","107.23","23275057066.98","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","42.33","2322629787.03","n/a","2012","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","60.89","1731808658.66","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fprx",
"FVE","Five Star Quality Care, Inc.","2.35","116354729.85","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fve",
"FIVN","Five9, Inc.","15.68","830544982.4","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/fivn",
"FLML","Flamel Technologies S.A.","10.9","439743125.4","40343406","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flml",
"FLEX","Flex Ltd.","14.53","7846241032.72","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/flex",
"FLKS","Flex Pharma, Inc.","6.72","120762364.8","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","18.33","504577590.27","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","50.2592","35181490.2592","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","51.74","12935051.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","24.36","41412024.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","25.08","1254025.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aset",
"ESGG","FlexShares STOXX Global ESG Impact Index Fund","76.16","7616076.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgg",
"ESG","FlexShares STOXX US ESG Impact Index Fund","50.03","5003050.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esg",
